,summonerName,accountId,summonerLevel,puuid
193,Quyba Carry 4 U,wY2f308QA1EbS1VVdqAPyAAMTshSr77kDv0sy-cdnB_PrtU,120,B_Q3srW-P9DYC0vb9dfRfaORV6Ro13sQ0sP3qx3wJ6wMqOnN8_ZfSTQlot9lTu2cIzIwWPszueA-Xg
194,Berserker4i20,y8h0lXpBVGpdF0sZjsqhHsC3a501vOSck5_ae9i3EIWGQrM,177,z51i8Il977s1dFp1rT6CKlLIeDDA_MEsmfEH6NsGlRnh4jvsjin3xTpygl1Wpvjcq7G51Vi-uJ7BtQ
195,Jempheyyy,VIKm5zDIZCYJxeW8tlMtWW1i4pBOkNQiPf_1LskGK8WOV_A,120,zZ5hhc7nZKtPGATMJC_ggICR547H9vzhXSch3N5zgOLhipluoXjsSnoez0djdtAdNqo5cLSfdZDI4A
196,Glono,aGoIrEa-Mbwt0rFQKh432fFofCjAXuBYkXD6FM1Nk-oMPn8,334,2v3f2EyhqVhZj-MBO2RB7-GH3aE3R-nEQgjneqTQfCC8zQuqerzHycI2hFcFQO_8KK8raxhbukm5NA
197,MisterBozo,Bsnbwgw9KfSp0k-ZsIEq50VIAOeAYM04yzcVvRFeQlWM,306,ZDZqtM-5GKGdNwYY9AaBQltmCe5JpF_B0YgJq4YMMwiZbUtDuL3RmSDkYkvfm1yo6d9kPKebRC-aEg
198,SAN Suture,GpiMX7oPzM-tFxBEDWj-JaNH-xFSTIo_8CLTnrsQ6eZ9t0s,323,IU4CMjUOdi-B6x3APjwIHsV23z_Dpg12BYsIoEm4D6BwtMk3FIQUSqMlS46A7xZ3GOxeEvgsWuQ7kw
199,mono ahri ad fdp,3eHNG65Rkc6EZR-4CJOYxyT0gvjFc_wMCEsIo_SelV4iSX0,245,kVLP1AMr_ptDqBCZmNbyowj8YaLcwNokvisbdLU5k58hW9gRd2Q-is5UQSqjWKEY5UuqHxH-nsAwTA
200,Galante Aquático,lOIs1XP2862wPDyPvnNurmqXjzWRFKQXJIS9QwcXGt8DY4A,296,-9_XzOnk7sOLgmpV81wPcGEV_2f2nLuyH-rq7N8wqCX6nb21UCUTLKn8zi-s_uRg6QkXN-24o2ExSQ
201,Step Drox,DULhS5uz5BN5uXcd9pu7WolciGeJ-Tg7Hy00iOW-WTzs_uM,183,DD9Kgr3ILk8t02scP_8icCODm_DdPXLhZ2fpaqDmYBAGFU-K-m4ePXNF4Au07huf27Nd1zbDdRjH5g
202,Josicleyson,kp9Unt65eclhORq2HhxygQefyZj8jbvQHoOulES6KN4AS4Q,522,PRqClcoZCLRAzHHMdM_DrIDIGphnGP2Yy5bibN3TjgCoDYSMz6COCwQra-6eQq3JqcFTyCT_Y1WT8A
203,Cabeludo e Sad,ELg97zUg4ph9lG488p5Mk_KpZxGdyuJVIo_AzMJkYIMBoT8,422,PBlCdqOKcHz-NCo3olm692SiVH3yNhQwcchXfz6pdf408NpX1N1ICMRoIah18P2pATIZ4HiqfPyVUw
204,Me Myself l,tJmfU_qqidyTPTNpzBr407wlM5Ad7K2xaaLRc81zTo0hN7Y,188,LnAj_lrbw6Ei7QlCfl-Z5HeXFxGegQk4HEVGfcVa_KHtvqOTrtNDxIBfKjSrdg86YMjvxlU2fQtp6Q
205,Pivetikiller,nmsINaO7aLZXhoD6_u7Sj9kNfk2owgbyUkjl2ePpCj-UPW0,279,d-n4DypYZB0XxSb2hM7qicj5bflkzASG_f46RcCevWjWFcTw0ceXRmZb4i-ZvGbrX4j7T7TYRSAd9Q
206,catch a fireee,p5gtfCphMzSZUHv_hGKI4gAdej_ezQcgvHelm-rvB_878ec,134,EVZfgcJKxbwTCbnvj72it5d9gBeI52DNAoOL7dDKbWgwDp-a70Kms8lifFiFzaNa2atF0Dq6Lx2GrQ
207,SUPER BARRETÃO,Z2bAc9I4rxRCeXktXmHu25OqGZ3M-ksZ6Jf3gUb0k2-ZvjU,205,AU6pYfajoJAFMgFNGWD6Fa0tSRVs9cmrndPo99sjlJnP7s1kOymz-kY6gecwzPyx75f2cAQLBv7azA
208,yakamashii,pzRF-anYpZMHBxzpnmyed8YdqPUVhAgjUvypx5YqJfM3L-Y,62,NGVq8AhxKdMNzMGOI2w18Wd3HGGgxaCbZV5qmNvVEVKgWOTjZWnoKDI8KYaq_DRgR42CpemaU2_OSQ
209,Pain Ryjj Razer,4ZmLsWn5qjXjBE9jN5Z9RzPA6NuHJgX0cWUFIQgopyo62C4,111,lt-x1X1YlJxlvKLWPPXqMUTUdrIoaiCNF-clzK0dk2s_S3DGoTDuZxh_K8DFAr7qu5UIC8l-kLds_Q
210,Pinky Dinky Doo,YGsGVOVsc6FSX90TG9fpwVEl9imB5AjSyEuR81M_w28kbyE,222,YK-JVdB39KQnestOWwRW0cyvmdvhItQLvb12dmHpOYtyvWIXt4NJYeitwa4ebRn1uJIXL36-3DaObQ
211,Partiu,qNyJ9QujRyC0flLDZx5gDST4mnO_mL4HshKscCKXaKTn9vg,375,k-VjwwOYTWj9ETLgw7NOKdSjJcVlF_qrXhwxkfcwnUQij82XsOjvX9RujqovZhrhePAOc5AC-zN5zg
212,lLeozinhoxD,tp5wCvGqwvKYRcZNc_8fVu83p5J3RMCaeWz0mdIlXVXMDG8,313,D_Y4r30mvVzPWH9fxlxZouDYuoIRD79DwvjrgxNulB4vWYMjGS23LEeCo9nVZgWqDV42RHUYWwsO6g
213,Defty,PzFj7QzfjYOSysmCC8Cs5wVynlH2rH_mClxhL2Cop5YTDeM,275,VH5ZzR2dg5zgII-r3ZcYoS8-Hc0K_TBrAXp1LRBP0_kNCwRgCEq_H8Ak9Wy7WtcgGHebRhYPbyYGkQ
214,LectE,73cdUOtvcfMrazOGUDza5KFe0r0_QRjWZLkZQPMYUM2JJ84,359,PlrvzSzDEnYe2RAlOeHw9C0HiUaEVtExK9M2QHva-1Fun1XUYFaoyp4n3DbNc7FbcnK7OmT-GYfGXw
215,unsteady,50vO9dHIaoaT1Ay1KCZ_j_60E73F1splKVc2ANN1633fCs4,383,CElsURyjiQ2hMkU9HwDr4_7X1NPSaJXTEz4XXCEsdRwgc7Sr-TXYT2VK3nIpfTnVW6Di2qk2QQip3w
216,GoodDay to lose,X93uI7TB18h8ITLxeSEwCgVKWd5fiDPUFnLV3a_tllTvBQE,218,r6QRDPls-ljpeOpZGwkaZH8ZyHGeIE3O2DQSIx8c3YmxJXLOlzLecClmdWS1zX0d2azAkX4MNgpj9A
217,mid flare,OsvvA9Q6kQ13Wawx-CFOmxdI5VtBZwxtOfz4BAw52KMb-sk,142,n90YpHr91XUYggkBjD5EB--qQ-ePFuFknwDZegTJCUHCpKB7n0QzVqZTlVaeDKdaqQ40h8NBdFEFaw
218,SoloqHeroLiperjj,_eSqPsk5RA6RF41QqTgi6XX8ZoXbqEL86GLu_LgBP1Kjeg0,57,3pVE7VCUkau1_MtYlEd1L4FsZePOFGMEAT3Os9wDzcNaWnlC4RH5Vrq4Bikw53ghkRasZDerA-l3tA
219,Nynxy,Jtq88sbzlcjot-IkkUuBNxAZafdfCTq6oQAqQdudGKS2UoU,249,rpspzdTcH-XfJFRXwbM1EtKv27FrvJLJ5-inBUjqPnS2twT8cP8tANIYnmrApr7HmpNwxbLTRf6YzQ
220,Meinezu,6RiZtnGs6EpyUOEAO7S2FqyoOQpCSIn8Z8W7YUdm3qvUHu0,201,JOY6EoM2IRAfLXBz-jebu414SlelPidrVCWquyOCpthtlomHY_pHK7gUV8yKFLkPKrZdV3rItoUN1Q
221,Kiyohíro,EwHN3DrprSL-BoNHEr0SQRAaplZGjWwtVObIY9g1fzOojyk,314,Mo4t9nEvsKGkR68jTJA1Yq-StxCwhF691_NEV6NKbrx8ahhBkw2j7N8usI8WRP0d4Xo5OxX1aySNFw
222,Dimas Vigarista,sYPCIoNX3WTf9MlG7yWWgAMBX2sIDfHxcui_fV63Iv7V-gI,266,MwwfqjTIhLRsRyK5UGiT096jxd9dFZJzhtKneG9XiQGnFgve9NwHM2JdGvBdGzgXuI97Y5OxPdXL-g
223,mihaaawK,rTgHoOeltUDjfz4iDoxhu2gsVh4ZZpt3mYxgP06RiQdcG_g,141,AAOV_WZLRIiF3V-WUu3eMgzHUGsOiehhU521YnV195C7XhdJj57UHNQ_DMEorZso_1qZWJpbCE9CPQ
224,katsu tsukuri,sYjkiGnlSXzeYQyxnBDiIKq1jEWBx2C0aRx2XEOQCBj0Vyk,396,8S6LGq9VHuYmtKC-16qEcSXdXvYzmioI9e6boE0R3W8s33HoPunNKTb58oo2Yjh2XFtFvisp6kjGEA
225,Akali Kawakami,rTlBWcObRsp3G-wGGxHISJmM-MZYCz1EXwZqHWrZA3xccZs,214,nD0sRfRwFPnsuf40judu_K6QJiv-Q35J8aW8sWg7h_wAI08qI3uKnKA_KLn9gSSgrnD9Lm788tve9g
226,In Gloria Mori,IClwNQN7Jho1xrdFZHsXQFAVBU-MIoHIBMcv7SsIByPH7AY,333,ZsTnrAJFbJ0DewbkN2Rb7rQYum0OngHBmNoUonSCbQsgaQrlX6BO44vLMwdzZxwr2Bz2PQBCEwbfPA
227,Marujo Bombado,UNPuFKppatWe444d2XWEEXjnSmvEwqEeljP7h3bFsdEzryo,197,vjMnc7IQ9AtSby7HsjwaBSIoa8V8NIX_CCA8hgznt6ZPonUGz1tNstKBBn8R1SxbngcKLYxhFqjDgA
228,Expulso do Mac,uL4t39X5EoNeY8bds-eoQkpf15B9JRs7kOkio2eL1Qkwjhc,265,Ow-knW92hOIIjdJ_3hC5HVvvlDDY3Qie6gaszvY5k0gRu_YyJgsH6NejY_6cN2qMxY0KlDNx72LYSA
229,MardGeer,5xNW14v0ASQ-CpR7rVGpraD6osSAYhH5UMsT2p8r2Gd_QV8,258,tA20FE9nMWqdGrJx6_DrEP5H7t1yMTxw-MZLXbO6PmLkg6a3ihlkB7GnuSXUMy8wtxoW2yZucHgPiA
230,JOVIRONE FUN,GrkiurTPmIPsDgR4zhP9oeR3838JXUt6bwBO019l61LJxIo,200,MtwfEv2uDHW_zRxrloQYQbL7iprXpH7tFkPrYF-WZyQ09lFfNquOidgbDheU1ShvIG7NkvUrR-Jv9w
231,11 97723 3616,bgd5ImnvHo0kWlP3P27nKHAe2NrTZ_1CFKnZGbXVhsSmDjk,144,ddX92trMKyNXi6qlEWu1-fzpArfg8NE0Qk2v_nQOAW09rTR3ki1mYwCTyao2Du4uKdkgRy-zxbvVcQ
232,Unfor Ever Alone,-Qh4eUcjmVu9I2I3uvVqXfmvrXokr3BAlfZwkd4Ccbjd4HY,75,Nws1tH6w9CH2YphrSqEteqn7cZVcUBXpwSiOgW8SITmr0qAUmBj7h1A-Kr0yQRzNnVEZ4fzhhkab5g
233,Evilplays,oszJgweORal1TfXXOQW6Xtrnr1y0HAlLB6_H5o8BN4O1eps,323,pM0AQgQ1-uHDmY4MtIfgWhpptdXInDovwzR0RH8z-RX_d6NcQX8CK5oiZO9dXh939AML3Rg2cqPawA
234,Little Spirit,mrQpWUPIkaHgbConcC7B8cEvER4rIGr336CrhonVjo40w1Y,91,ougTKy8vQiDE8HVgQhvxbWnThL2nZJ8h3JslJLL_DLdsKSHQHgrItJ0ItUPtGLvew884eRrA5G508A
235,iKazemaru,f5jAe242ZGs-lQfu9cl9A3NRXV8ZGYBjt9R55JHbYsJObVc,239,QEFFBm_xXwrdC_6BY4E6wrjFja3tF2Z_EBo93dAB6yDn4Sassi57bHqDfooCcfx-Yp6JoAREnKsPJA
236,Ernzen,sFx9lnDcW9UjPMzk-omtTpMjrLVn2iKFtGF6GMIhK0p4ZAU,200,CgYzQMzSqGXjVmQCUaHi0n7rdlS4Q7q72YlzQH30NE0nFveDOtp2fX3Iv5nYpcnP0B5aBhOFLrHW-A
237,still got time,GurXjqgkt8PxGsSU4PHzpcD7stiM_BmurS4scnnm8aWVOBk,290,kVBODvY2ZJhXIbBZbHXgQw4BOiQdWvlIbM6iOGA1kM-5JJOH8mAu4zhtahuT5yhfXpUy3f1YZGQ8Pw
238,DOUTOR RATÃO,1EFmRlb3R36Fn5nYFRBE-EiAhZGk_Km8DqcIR28eukShosY,453,-9e5709e8kp7R_SLiDgoi4azorpUDI5aTG9Fjl5saoGTdMmAHB8S0hyrNeLb-eyu6vqJhy5zgFbXhA
239,Darkong,1E0yYWiiVVzmdDqClyjIodT69bfsnB9mtQGd1mqGDPBY8kU,311,-EwfVcObieOocGp1YdHx6CsZv02JCSItAsWIyrmjO7HnvEJext4A3ST2x-Y3jr9kWceP3y6nEnSV9g
240,Arcanum,cFV511How_MTt2l-O_CoIWRkhkmu47z8-Df4V4AAtrDdYLA,231,PT4FiLwuCd9PvLmwp0Su5gir0bgS7xfbdMF9mL3BR4OguzT1OS7yaNlnSRoyEoMHlfRXdKN02EsZKw
241,Imortaligao,evEfq9FltKZkcdHpf_d2JzduUq6BBqXZ6lEPR1I2GxfUg7E,218,6y0MIJsegdFEUP1WNCJL3QykQ21KDaMbPljsfTZ7cA2YiL0yCS9X8agVJ1ulV94OB8vgbZ3yEUILCQ
242,kakeru akemi,6wxef7b2BN9csECvkOFktmC28IKZ4r1ABotJkGPOlgjsmPo,212,lGsmi6QxMlwN8p0mbwtrpwgrp645by7rgAMydsHUQQOSFdvB1bpMd5vLb95f-6BjuZdHN0r9WCs_2Q
243,Nerugigante,N0dbOCLir7yDix8Z0M_cbtjueMq1G8BexoeTfAMfSh8-tfM,187,_tHPjiQpHoUpkcNRiYzCZNoODbd6HyuPfB-k07ymNdKFhpofmeYQuEl6Hq3dKu_ts6pFlZR3WqJAEQ
244,Nelson o Gorila,NmJU6qagvK4gYhxjxhhuZAxrLxzwYlKh9ZOJyb-2CQLGebs,294,hHCbHfB9wiwp7jdN98RQZjIX1bl__TR8QHGmrFDEn34pr6H0ceRIvO1C2pXolb_6jVsJQI_nC6gLAQ
245,Incendiar,lSNiD485ojRA56i1dEvx78FyVPvHzMdCHA_0e2-9cEcWseo,509,LE0kvXYw7dzkJ3Ipoui24MoIdCyHBVes45f5cN8d7W9473xYB21kSYVAeZmz32oLYc_IkJmRvRx4-w
246,Lampião de Oma,59jdpjD9BGgsnzX54srOuNSBcJ2rzICGYsUMQ68gSqd9-_Y,134,nyt5DQixD2euxzF3vGs0Evn1V8O7bxhMBXH0ffaw3O3BFBfmghvCBdZsPboR2vA6ZmDZ9A63KFlAzw
247,iPATOOO,Dgsa6pK_xaZGJQHhhlL7cWrtuUQ8o-fYmrb5i1igi6msuIA,156,soEVkdxS0xDaMWH2NpEI8AKVEpbr2EArrvuLauASKjvyM8qHHqzmpskqMVWi94X67pqxDL2-11oGXw
248,Lukz1nNn,BQ6T02fd6PzYCwX9i7eTKZjvu6lyd3eWJq-Wexn7hrlLFeE,480,I0ZTxl7z-m3obY7OeLGKc61zhR10ed_p5FxScbVkW0eEqhssBEvNqm5OU68ybJ4Z1q9inkOry29SCA
249,thinkin bout you,6xbr4gibKe4C7QRAXxRPkeBYEoS_mFnlq3moXoN24OzpH1Y,136,zftPMpE9QF2G0MfZK2J77z-HI95fpZWbT7Tk0au2tfE40QUccCRpGoKR5XZrG4BYE47VE4F07ShKcQ
250,Gekigami,imueCbJ0jLe2Ew2IQRacBwdgUply_7M9BjdmSq7PyH2c_Bs,316,TkzRYfGIug-leEvNkRPFrOdE4VskVgg6qNulgH_ReGoGMvsiYImXnVgg4TpzZqu3Fq-zgne9h0A_bQ
251,zJojot,jfGfk6bTom4_PuHpap2jRKUoIroQVkDga_s-DKyudTNcioo,288,GfXq-v3CJQB-F-UDwJw08zyf3bBBTeqBPaRq0EtS6rfRXmfJlgydwJ6RfugnGXmWsPyNQmJBxIodhA
252,oCinéfilo,hKznjwFOunQK8MZiNOQBu52ksUQ3N_Kfv01ASEbM0mxUagw,216,IrGGhbrtF6C057-N2PUc_NmtSjtAAj8jppcftr0l4actSuBstDCNgA8-HYffHcmxNkKVOJ0lL3RYcQ
253,Mono Bardo,Mo-BT3TFS4CSgmjVxnN5QCRrLBMHY1sjvnNu8ez3BYnECHY,213,x8NX3TwRRU0RBbxhkN8cewXCEpV51JnnuWK9ytWOnGGcalGDWP3Szv05ZIeRbEEvu1nxm4TyJ1Wu-w
254,Tokkai,F0V7bRAaFik4qxNw5gT-d2boxTnMc-HsXqx8bZsTb077j1E,315,gAakxwHSrumCp7j5n_Cib-VwmAqmU0-6119uXHDqZBdEDTIrNyLbLlzWOlvvtQQb0Yd3r4MX7iKqdQ
255,Tio Biila,SQerHM3kgkf-V5nuRsEPGxc9oKEe1a8HCfxoWhyRTVCHq8k,92,JuZYznuiSXcZaabM6FSICW69zSLZgeMlFlAiDlaVZnkUsjy4ZSoUZTfaF_9f-ehxPQ9jgSZcNgQBRA
256,Koala Criminoso ,AUgFfm2x7bmIhtmnGCafT-9425CI73DjWP4pAVkBWYAd9dI,83,Gb3_VLSghnIKhq5K9hwlvxBTtD0lAUk_juNTzdNokaE9E3yn58tMNMZVj5JkV2Ika0lTCtZY68qV5Q
257,Twtwich,Umg-0ny1hKxo3qfz5luyX-H6BfSfZMFPzbrUxGo3AO_-g1s,88,b6RnRoog2vdhkk0sjpTLSv0MTQfU8_Hey99eT8YfWjPX8gjVkyDAvlPhxzgqP1JtkQGhd3YxYN1y8w
258,julyo o pequeno,bPbVBW2-pIf66-mALVNAC1xjsFcvsyWbOI2YYl5I3F5pqnQ,293,JVOiIeMaNdDW7ELBZ_jYTcuDediykfF0cgCPybwP1MPJZOwCIZKOfiMtJ3FALQiO87Gwv1vXmvaR1A
259,Meliodaas,jhhisNyEsDcLGRjmO1dQy8h2tu5rrn93KGIfUOTACmt4kJE,288,LSH4vFgvwYdSHAJpk8a-thKwqhFwdXcqgHrkU6FbAXhNcNndxNlt-pDjTJZtpn6t7ccywNzClGeQmw
260,     DANDER,aMJBI2y6X1GTl7KHgL0-QxTlymPJ-Oe_RDtKCf_dMQRw4-s,193,SbFWnKAHaXICKBZTv36cZB_yoxeNCCJnguSgH72C1uZlo-U6XimASNk225tbFy7ty5ezecVkUn1REA
261,Nizzrenrub,Gk6e4bkUc5tJqgmuj-_ycBKE7EUhij6wf8M1o-3oqF6izeQ,199,B1B3uGGTRSrqQeBiJz7B7ZxgwaDo19Tto3mFuTwXbhjyq_TReK4KZB0MeihohMvpBAqUyunb6icwBA
262,KuromaPlayer,NPo1DPZ-YcfTjaJysZoP8svV7pYZZm8hsVsdoVRd2f5qrjU,211,VVdZrR23J_MWKmksHUgm9Z1qo6-VLKLoDckp7NjHihxUNtafKMVwwdIw20NjfejBO91s5PLq_zkD6Q
263,Celso,sO59A0n28W-YMVEjMSKKE5MCfObFmMxFZ76nVPgI1BewJGY,123,J95MGSeCtR7TedEqMl6HCwSoEYDw6auHPF2bc_j-bXD33gfRYAFfpOxsXgmvluXnqLrsAtrIQBXeeA
264,KiritoSinx,HYhQhLBdhfDIYTTziK80mCOIVRhp0OFfgD1rI3O9VxBjBHE,209,o7erS9sVFGy1uRzxaKwhw_7rBjDDOe3B7sB_tKHsoMblhir_sNM4QaDP5XR5itqVLOxLQ6EoidiU2A
265,Fallen Wizzard,ajvlOuAUUzW3Wbmlhh0099XUQ3Q3zW7T8GCzC6pQQBTqNPs,378,rInIRyHAjJdV65Be9LQOYPYbm9COuCS8dIqt0b8qrn9rufYr1Azv9qYKIzlXpSWbym_ksZ5F4bRFww
266,vayne desu,Sfc1YRB2j8dNT0T_vEJRBB01ejXriH3N8GbAxSRcm3rAxfA,235,eF3412IoBbHhhhnONbdoPrTwUnVDvd2yCpvRDoyBzy1vV3OLFw0G-GLsPm1gSonBNLrOXcPjQzMnWw
267,Janitor,NE6fI8I5YEjnCK6J92NmVSYG5SN6oxIHPRrHHZjTn3EVjKo,349,jUzCMcWl_DGUj7dp8pMiL-QIbHrFvo-PoTUpq5EwQqd4q-09tKlL9Xtv7rtmIU_VvrBV6n4stfRy4Q
268,Jokeymin,0186e-T_cOF0L7rpIgORHcfj6GEXCF-dcPBBhpvTdWwdg8U,151,Kex4FVQTqmKl_pXNcB37rNk9ZUo9k4XThIYm8XZGkgxK8K0WRBaFaJkI8cHohzzWFS9swKoymfky7w
269,blank zakku,UvasXuS1g6p8dBlxFR7jLAcJzKY5CwulrjgCixNm9H4D8UQ,324,pHAYoDP9m70gEgYSfDk1BZveQttSf5NMc3gSnztNmPrtj3FyIJqDWvLkzFxTYXEmiVQxBzi8oFFMqA
270,Sotouke,yZAJGaNOOZxhBTVsDGDG2GN2Ctg-ULdsjAaWa6T9zXz45TA,359,RgyyeYVREQH8NVhpiG6AAFhsAnnvgoiDR9KurytZMIhT5Zx1oI1Zli0Sb73hC65Ycd8Rve661Q_qbQ
271,WFT Predätor,SxjLZWNTy2RCBipXqF5-QE-lYs9_3ICFRWhPAXDsrELIHro,395,P89E8TwS8i1ixfSEM2QbDdoetJCEIlTXlRdPzTSbew0bt_x8c1ObIluipfNY1sliI6Hqle64K6mesQ
272,Toujou Nozomi,leShwpSDpt5mnN7s_WPZGRlEJj1re8PXkKFNOLVqVhc,400,OyQWLg6oyaNd-8TXMPoXLZqvHB4y8f_ajQTuaGuJp7CwDZxTWVigmkfK_XeQeixSUElevO6KVZ1JkA
273,Buulacha,_4p_6JRUeIOI4nMS47NZycQ4cSZWKyIugOCf12QwxHA,250,Ghj6QNP95oBRGhvX8Q8MLH8nmP3Cp4O4vO2ddQiqTeHuEfHJ7tf8TCZf3GvUKNQZdjAdDnEJ8myZeA
274,Isaac O Lerdo,w7mvqMuFXq4uD1sB_1J1lbdm1ycD_aEbIpm0HYPnDtI,313,PmUSZHmRVwZUOL8gh82Uj6McB7azk-pQQdpgcgjyXGvgsS4GUsf2NhoEjAxsut1kXrX7I54pF9-J0g
275,Zulema Zahri ,KFgdoQBZNP2Gh-hD7uf3D7SGcKmwrzaAmPzcLSt00dfSbRs,283,5r8NysjsKzaAGwrZaD3lm3zAeqP8HfeZ97jybCAVzM8_CkGjcsh5HBlMi8KVlsTu5Uszu6BoN0A-ng
276,Icaco,HRxTRUVRmZc0qxpd4kqETx3qe8dweoQTQrwwewsNjBE,83,foKYb-Inu_LscSxu4NDfcl7wzP6rasOhOlZ1LtI9Mf4tWoJyVAjVVHDZ-9RIgrFudeVwFrRxODYUeA
277,andinhu,-sOIggIC0Ia5bPmkR6lK-BVrmrlRUIhKJU_q5h77X8c4_TQ,250,iTJPzdbK6Wr35qFfhAvNatKjDnTtzGSE4orN6QSid67dc8hNHcBcwahbquYeGzm3wrpRLnWzSXdjYQ
278,Cocôyo,2Bwaq3jC_VkfuXx0BFccLE0x2CuXvPYOBBfWJF_0k_bwZ9U,65,l0IMe4cgNYogFl0B3rJCwoiGu2003aMrcJLrrRqxNFV799KqaYiZi4pz6O9O8tZxrmA626cE6HCodA
279,mvb,HF4BF8oCP_lRv4FVACNYdPM9O5KpzAMj7Pdb9t2dVZxw7r0,117,iFugigxtoRRzb0rd9Nmg_nodvdMbL4Lp9JrxGDOguQjsSwVkvCRofS3ybOyLXdzEYu_YcIot_vYiBA
280,Korsh,IHFX-1C9Yzuin6vXRWtHWo64yLElnNOJoa0SMwHGeeLEzZ4,135,4hTUbCuqr3ajWFURpRxao6UD40WHDmYcSNa2ElaWB0kdorpkbZok8JCQeWjY0PZ9J-3CSXvbIPTv_w
281,Gon Soku,thrvU4rwQIx-zvHJh2Q4Y3eW35XLzLAbzrTWMXQ18uVMyCQ,247,q6VJtxuWqVDmldLga2WWLZBlm6EIMomFteMxBIUfXBitAwbzqDOYORaGtAwhIzCqzbcYM8UxaD1V6A
282,Lohen,dMuMabct4-Ch5Mdto6ftRc7OzXiggjY_IJPz7sBYrVu-Aos,360,VEJft49zMUUMTfY4Atpi8TzQ4HF3QRIEaG-6MC5ykOwxceiRziEWLJKyLakraUaj7sxJyxeiu-Gunw
283,pinkside ddany,DnyOjjMbE3bp-xbknVqsf7ZfCN-wtz5FTEF8xIQdWu-XfBc,264,fnpWUYEApUMuLmYLQjuEdRR4uUB04UhFC685Mhwh3tS1eGQnZxs3KO3Zqtki4snYmdIxLeGQLYaExA
284,Jewish jojo,pB0IxcdO_Uf9qD-g6zQSFFjvFVkHRVKINmyLXs85MRA,188,HdyvOjc3aHFoz3bnMsNeusPXuSDusk7PnCVHKb-kZskiVwdEIMvsGeQqmpdAG79R9LGfGe9lJLyUcA
285,PAI PAI KID,hXjXbJ2d0M7vt08I8UPCKRpENFIRDpL-RryluufgpJI,230,iI8FeEvOVBvqJetykK-YKxs3WMdprDJAXy9j91h3RJIzclyYT74qE2Tx066qpr489Fzf7aDDh0m5jQ
286,GARAGEM NELSON,vHZhxqTeOPP1HdIp7t_D_GStF-aNAEh54IZ3epx6eX0,142,dXuaOm9MUpDBUeaWgoUR5s_aVPga5VTZDg3e0Knnf6Zn__OXpitupuYD0BaW0Uo3cGufo4bND8Nr1g
287,mid de itu ,zimnOU7sT719h_geARItlJeIgF_L_cnruV1tFUn9xz8,173,A-bbQLfm4Zme0DQuDGufBGtAMsEpHl3gAe92KG0nrBx1X5W3Yav5PuXMZDWK6C4UFKhVl5pLGqPSng
288,squachu,bj9_IlLlVwwfkz5qGVlwHRFWbsDdtmGoBtYIi8GZZXw,114,ww9qEyVaX5Ury-iI9-xMTZJcU-8uYhukmkPxgj2olPLwpMdKJ0w3Kp93G_sPaEtoEXZKaS3wz3SYHw
289,SoloKillFriagem,l4o_0TgBCxVCLVTLbcmR2tRVPNm_qIda-r5ImD7iJXM,188,qedwicPyeERBeG_rDoALdJtTYcuDoYG89Kc_kw7z74JvDk49jMjWPK2-tIfl2u3yISkr2O8-I9EZhg
